,brand,brand_model,make,model,price,year,model_month,model_year,km_used,fuel_type,mileage,transmission,color,no_of_owners,overall_condition,engine_condition,suspension_condition,brakes_condition,electrical_condition,ac_condition,exterior_condition,interior_condition,tyre_condition
518,MarutiSuzuki,Baleno,MarutiSuzuki Baleno,Alpha Automatic,7.91,2018-05-01,5,2018,45866.0,Petrol,19.56,Automatic,Blue,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
1341,Mercedes-Benz,GLE,Mercedes-Benz GLE,350 d,36.0,2016-06-01,6,2016,123588.0,Diesel,17.76,Automatic,Black,First,4.6,4.5,5.0,5.0,3.9,4.5,5.0,4.7,2.9
211,MarutiSuzuki,Alto 800,MarutiSuzuki Alto 800,Lxi,2.52,2013-06-01,6,2013,4525.0,Petrol,22.74,Manual,Silver,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
3121,MarutiSuzuki,Eeco,MarutiSuzuki Eeco,5 STR WITH A/C+HTR [2019-2020],4.87,2019-05-01,5,2019,5855.0,Petrol,16.2,Manual,Silver,First,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
2,BMW,3-Series,BMW 3-Series,330i M Sport Edition,54.5,2021-08-01,8,2021,7000.0,Petrol,16.05,Automatic,Blue,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.7
2724,Mercedes-Benz,CLA,Mercedes-Benz CLA,200 Petrol Sport  (CBU),30.0,2019-06-01,6,2019,19985.0,Petrol,17.76,Automatic,White,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
531,Honda,Amaze,Honda Amaze,1.2 VX i-VTEC,5.55,2015-06-01,6,2015,56000.0,Petrol,17.8,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.0
3981,Hyundai,Creta,Hyundai Creta,SX 1.6 CRDi,8.6,2015-06-01,6,2015,85000.0,Diesel,19.67,Manual,Silver,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
2195,Nissan,Micra,Nissan Micra,XL (O) CVT,6.25,2018-07-01,7,2018,10026.0,Petrol,19.15,Automatic,Blue,First,4.3,4.5,5.0,5.0,3.6,4.3,3.2,4.7,4.2
3709,MarutiSuzuki,Wagon R,MarutiSuzuki Wagon R,VXI,3.75,2015-06-01,6,2015,60000.0,Petrol,20.5,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
4258,Renault,Duster,Renault Duster,85 PS RxL,7.45,2015-06-01,6,2015,42855.0,Diesel,19.87,Manual,Brown,First,4.5,4.5,3.2,5.0,3.6,4.3,5.0,4.7,3.0
4855,Audi,Q7,Audi Q7,45 TDI Premium Plus,45.0,2016-06-01,6,2016,64000.0,Diesel,14.75,Automatic,White,Second,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
2198,Hyundai,Grand i10,Hyundai Grand i10,Magna 1.2 Kappa VTVT [2017-2020],5.1,2016-03-01,3,2016,26634.0,Petrol,19.77,Manual,Grey,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.0
3609,Toyota,Corolla Altis,Toyota Corolla Altis,1.8 VL AT,8.65,2014-06-01,6,2014,75000.0,Petrol,14.36,Automatic,Gold,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
4749,Mercedes-Benz,M-Class,Mercedes-Benz M-Class,ML 250 CDI,23.5,2014-06-01,6,2014,75000.0,Diesel,10.42,Automatic,Grey,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
2076,Honda,WR-V,Honda WR-V,S MT Petrol,7.99,2018-06-01,6,2018,49700.0,Petrol,17.5,Manual,Silver,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
823,Volvo,V90 Cross Country,Volvo V90 Cross Country,D5 Inscription [2017-2020],38.0,2018-06-01,6,2018,35000.0,Diesel,17.76,Automatic,Blue,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
5256,Mitsubishi,Pajero,Mitsubishi Pajero,2.5 MT,7.75,2014-10-01,10,2014,65400.0,Diesel,17.76,Manual,Red,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
4800,BMW,3-Series,BMW 3-Series,320d Luxury Line,17.5,2014-06-01,6,2014,65000.0,Diesel,22.69,Automatic,Blue,Second,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
535,Honda,City,Honda City,V Petrol [2017-2019],8.99,2017-10-01,10,2017,58423.0,Petrol,17.4,Manual,Red,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
785,Mercedes-Benz,M-Class,Mercedes-Benz M-Class,ML 250 CDI,20.0,2012-11-01,11,2012,52900.0,Diesel,10.42,Automatic,Silver,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
1734,MG,Hector,MG Hector,Smart 1.5 DCT Petrol [2019-2020],16.5,2020-06-01,6,2020,19300.0,Petrol,13.96,Automatic,Black,First,4.9,4.7,5.0,5.0,5.0,5.0,5.0,4.8,4.5
5216,LandRover,Freelander,LandRover Freelander,SE TD4,14.5,2013-07-01,7,2013,81000.0,Diesel,18.57,Manual,Brown,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
5021,Audi,A6,Audi A6,2.0 TDI Technology Pack,22.0,2015-06-01,6,2015,30000.0,Diesel,16.66,Automatic,Black,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
702,MarutiSuzuki,Ignis,MarutiSuzuki Ignis,Delta 1.2 MT,5.85,2017-06-01,6,2017,34201.0,Petrol,20.84,Manual,Grey,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
622,Mercedes-Benz,G-Class,Mercedes-Benz G-Class,G 63 AMG,95.0,2013-06-01,6,2013,47500.0,Petrol,17.76,Automatic,White,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
3761,Tata,Safari,Tata Safari,2.2 LX 4x2,4.9,2013-06-01,6,2013,82000.0,Diesel,14.0,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
1603,BMW,3-Series,BMW 3-Series,320d Luxury Line,46.9,2021-06-01,6,2021,8000.0,Diesel,22.69,Automatic,Beige,First,4.9,4.7,5.0,5.0,5.0,5.0,5.0,4.8,4.5
1327,Honda,City,Honda City,1.5 V AT,3.75,2011-06-01,6,2011,134040.0,Petrol,10.4,Automatic,White,First,4.6,4.5,5.0,5.0,3.9,4.5,5.0,4.7,2.9
610,Renault,Duster,Renault Duster,110 PS RxZ Diesel,8.75,2015-07-01,7,2015,30402.0,Diesel,19.01,Manual,Red,Second,4.5,4.5,3.2,5.0,3.6,4.3,5.0,4.7,3.6
208,Hyundai,Creta,Hyundai Creta,SX 1.6 AT CRDi,11.98,2018-06-01,6,2018,37362.0,Diesel,17.01,Automatic,Brown,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
5333,Audi,Q3,Audi Q3,2.0 TDI quattro Premium,17.5,2014-09-01,9,2014,62000.0,Diesel,15.77,Automatic,White,First,4.3,4.5,5.0,5.0,3.6,2.5,4.6,4.7,2.2
3074,MG,Hector,MG Hector,Sharp Hybrid 1.5 Petrol [2019-2020],17.9,2019-05-01,5,2019,19118.0,Hybrid,15.81,Manual,White,First,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
1576,MarutiSuzuki,Swift DZire,MarutiSuzuki Swift DZire,VXI,3.65,2012-05-01,5,2012,76200.0,Petrol,19.1,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.2,3.6
3755,Hyundai,Venue,Hyundai Venue,SX Plus 1.0 Turbo DCT,11.4,2019-06-01,6,2019,36000.0,Petrol,18.15,Automatic,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
3141,MarutiSuzuki,Swift,MarutiSuzuki Swift,VXi ABS,5.87,2017-05-01,5,2017,79986.0,Petrol,20.4,Manual,Black,First,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
3523,MarutiSuzuki,Swift,MarutiSuzuki Swift,VXi,6.95,2021-06-01,6,2021,1566.0,Petrol,21.24,Manual,Red,First,4.6,4.5,5.0,5.0,3.6,4.5,5.0,4.7,3.5
2490,Toyota,Innova,Toyota Innova,2.5 GX 7 STR,8.5,2012-03-01,3,2012,114600.0,Diesel,11.28,Manual,Grey,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.6
4228,Jeep,Compass,Jeep Compass,Longitude 2.0 Diesel [2017-2020],17.0,2017-06-01,6,2017,20500.0,Diesel,16.9,Manual,Black,First,4.5,4.5,3.2,5.0,3.6,4.3,5.0,4.7,3.0
392,Volkswagen,Polo,Volkswagen Polo,Comfortline 1.2L (P),5.2,2015-06-01,6,2015,89579.0,Petrol,16.47,Manual,Silver,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
1870,Mercedes-Benz,GL-Class,Mercedes-Benz GL-Class,350 CDI,38.0,2015-06-01,6,2015,110300.0,Diesel,17.76,Automatic,White,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.6
1311,Audi,A6,Audi A6,35 TFSI Matrix,45.0,2018-01-01,1,2018,46100.0,Petrol,16.77,Automatic,Grey,First,4.6,4.5,5.0,5.0,3.9,4.5,5.0,4.7,2.9
4165,MG,Hector,MG Hector,Sharp 2.0 Diesel [2019-2020],19.95,2020-06-01,6,2020,60000.0,Diesel,17.41,Manual,White,First,4.5,4.5,3.2,5.0,3.6,4.3,5.0,4.7,3.0
4432,Hyundai,Creta,Hyundai Creta,1.6 SX Plus AT,10.15,2016-05-01,5,2016,74697.0,Diesel,17.01,Automatic,Silver,First,4.4,4.1,5.0,5.0,3.6,4.3,5.0,4.7,2.5
2901,MarutiSuzuki,Vitara Brezza,MarutiSuzuki Vitara Brezza,ZDi,8.13,2018-05-01,5,2018,44929.0,Diesel,24.29,Manual,Grey,Second,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
550,Honda,City,Honda City,SV CVT,8.38,2016-09-01,9,2016,38678.0,Petrol,15.84,Automatic,Brown,Second,4.7,4.5,3.2,5.0,3.6,4.3,5.0,4.7,5.0
3392,Mercedes-Benz,EQC,Mercedes-Benz EQC,400 4MATIC,96.0,2021-06-01,6,2021,6500.0,Electric,17.76,Automatic,Grey,UnRegistered Car,4.6,4.2,5.0,5.0,3.6,4.3,5.0,4.7,3.9
1284,Mercedes-Benz,C-Class,Mercedes-Benz C-Class,C200 Progressive,49.5,2021-07-01,7,2021,10468.0,Petrol,15.85,Automatic,Black,First,4.6,4.5,5.0,5.0,3.9,4.5,5.0,4.7,2.9
1038,BMW,5-Series,BMW 5-Series,520d Modern Line,19.9,2014-06-01,6,2014,83000.0,Diesel,18.48,Automatic,Brown,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
2402,Ford,Ecosport,Ford Ecosport,Titanium 1.5L TDCi,9.43,2019-05-01,5,2019,18200.0,Diesel,23.0,Manual,Grey,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
2815,Hyundai,Elite i20,Hyundai Elite i20,Magna 1.2,5.5,2015-06-01,6,2015,67000.0,Petrol,18.6,Manual,White,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
4669,Skoda,Rapid,Skoda Rapid,Style 1.6 MPI AT,11.9,2021-01-01,1,2021,11280.0,Petrol,14.84,Automatic,Brown,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.6
3604,MarutiSuzuki,Ertiga,MarutiSuzuki Ertiga,VXI CNG,8.45,2017-06-01,6,2017,106570.0,CNG,24.59,Manual,Blue,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
3872,MarutiSuzuki,Ciaz,MarutiSuzuki Ciaz,ZDi+ SHVS,5.95,2016-05-01,5,2016,69311.0,Diesel,28.09,Manual,Maroon,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.9
88,Audi,Q5,Audi Q5,2.0 TDI quattro Premium Plus,21.5,2014-06-01,6,2014,35186.0,Diesel,12.8,Automatic,Brown,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
478,Volkswagen,Vento,Volkswagen Vento,Highline Diesel,4.87,2013-05-01,5,2013,56050.0,Diesel,20.5,Manual,Black,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
3861,MarutiSuzuki,Ertiga,MarutiSuzuki Ertiga,VDi,4.95,2014-12-01,12,2014,84704.0,Diesel,20.77,Manual,Grey,Second,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,2.9
773,Hyundai,Verna,Hyundai Verna,SX 1.5 VTVT IVT,14.9,2020-06-01,6,2020,1200.0,Petrol,18.4,Automatic,White,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
2103,BMW,X1,BMW X1,sDrive20d xLine,21.5,2017-08-01,8,2017,65000.0,Diesel,15.06,Automatic,Blue,Second,4.3,4.5,5.0,5.0,3.6,2.5,4.6,4.7,2.2
4987,Mercedes-Benz,GLS,Mercedes-Benz GLS,350 d,59.5,2017-06-01,6,2017,75500.0,Diesel,11.5,Automatic,White,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
4996,Mercedes-Benz,M-Class,Mercedes-Benz M-Class,ML 250 CDI,19.99,2014-06-01,6,2014,83000.0,Diesel,10.42,Automatic,Brown,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
5015,Audi,A3,Audi A3,35 TDI Premium + Sunroof,16.75,2015-06-01,6,2015,48000.0,Diesel,19.2,Automatic,Blue,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
1108,Toyota,Fortuner,Toyota Fortuner,2.8 4x2 AT [2016-2020],30.9,2017-06-01,6,2017,142000.0,Diesel,12.9,Automatic,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
481,Mahindra,KUV100,Mahindra KUV100,K2 6 STR,4.09,2018-05-01,5,2018,42651.0,Petrol,18.14,Manual,Maroon,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
91,Mercedes-Benz,S-Class,Mercedes-Benz S-Class,S 350 CDI,32.99,2015-06-01,6,2015,41000.0,Diesel,11.52,Automatic,White,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
433,Honda,City,Honda City,V Petrol [2017-2019],7.96,2017-05-01,5,2017,79119.0,Petrol,17.4,Manual,White,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
2184,BMW,X1,BMW X1,sDrive20d,8.0,2011-05-01,5,2011,75000.0,Diesel,15.06,Automatic,Black,Second,4.3,4.5,5.0,5.0,3.6,2.5,4.6,4.7,2.2
3214,Jeep,Compass,Jeep Compass,Limited 1.4 Petrol AT [2017-2020],22.0,2020-03-01,3,2020,6500.0,Petrol,16.9,Automatic,Red,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.0
3282,Honda,Jazz,Honda Jazz,V AT Petrol,5.75,2016-01-01,1,2016,52000.0,Petrol,19.0,Automatic,Silver,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.8
3274,Kia,Sonet,Kia Sonet,GTX Plus 1.0 iMT [2020-2021],12.6,2020-10-01,10,2020,4900.0,Petrol,18.2,Manual,Black,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.8
77,Hyundai,Grand i10,Hyundai Grand i10,Asta 1.2 Kappa VTVT [2013-2016],3.69,2015-06-01,6,2015,25000.0,Petrol,18.9,Manual,Orange,First,4.7,4.5,5.0,5.0,3.6,5.0,5.0,5.0,4.4
3651,MarutiSuzuki,Ciaz,MarutiSuzuki Ciaz,Delta 1.3 Hybrid,7.5,2017-06-01,6,2017,80000.0,Diesel,28.09,Manual,Grey,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
828,Volkswagen,Vento,Volkswagen Vento,Highline Diesel,3.69,2012-06-01,6,2012,104000.0,Diesel,15.6,Manual,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
123,Volvo,XC90,Volvo XC90,D5 AWD,48.0,2018-06-01,6,2018,48000.0,Diesel,14.7,Automatic,Black,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
1456,Tata,Hexa,Tata Hexa,XTA 4x2 7 STR,15.83,2018-05-01,5,2018,26155.0,Diesel,14.4,Automatic,Blue,First,3.9,4.5,5.0,5.0,3.6,4.5,2.3,4.7,2.0
3382,Honda,Jazz,Honda Jazz,Base Old,3.35,2009-06-01,6,2009,111860.0,Petrol,12.4,Manual,Blue,First,4.6,4.2,5.0,5.0,3.6,4.3,5.0,4.7,3.9
4225,Mahindra,Thar,Mahindra Thar,LX 4-STR Hard Top Petrol AT,19.25,2021-06-01,6,2021,1000.0,Petrol,13.28,Automatic,Red,First,4.5,4.5,3.2,5.0,3.6,4.3,5.0,4.7,3.0
1032,LandRover,Discovery,LandRover Discovery,3.0 HSE Petrol,66.0,2018-06-01,6,2018,80000.0,Petrol,12.05,Automatic,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
1644,Audi,Q7,Audi Q7,3.0 TDI quattro Premium Plus,20.9,2015-06-01,6,2015,74500.0,Diesel,12.07,Automatic,White,First,4.9,4.7,5.0,5.0,5.0,5.0,5.0,4.8,4.5
5103,Mercedes-Benz,GL-Class,Mercedes-Benz GL-Class,350 CDI,35.0,2014-06-01,6,2014,84000.0,Diesel,17.76,Automatic,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
5064,MarutiSuzuki,Alto,MarutiSuzuki Alto,LXi CNG [2014-2018],4.75,2017-06-01,6,2017,52000.0,CNG,32.26,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
2240,MarutiSuzuki,XL6,MarutiSuzuki XL6,Zeta MT Petrol,11.11,2020-06-01,6,2020,24000.0,Petrol,19.01,Manual,Brown,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
3297,Kia,Carnival,Kia Carnival,Premium 7 STR,31.5,2021-03-01,3,2021,35000.0,Diesel,13.9,Automatic,White,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
1248,Renault,Kwid,Renault Kwid,1.0 RXT AMT Opt [2016-2019],3.8,2017-07-01,7,2017,57815.0,Petrol,24.04,Automatic,Grey,First,4.4,4.5,5.0,5.0,3.6,4.5,5.0,4.6,2.0
110,Porsche,Cayenne,Porsche Cayenne,Diesel,32.0,2012-06-01,6,2012,25000.0,Diesel,13.88,Automatic,White,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
2496,Skoda,Yeti,Skoda Yeti,Ambition 2.0 TDI CR 4x2,6.9,2013-03-01,3,2013,66000.0,Diesel,17.72,Manual,Brown,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.6
3548,MarutiSuzuki,Vitara Brezza,MarutiSuzuki Vitara Brezza,VDi,7.5,2017-06-01,6,2017,112000.0,Diesel,24.29,Manual,Blue,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
2855,MarutiSuzuki,Eeco,MarutiSuzuki Eeco,5 STR WITH A/C+HTR [2019-2020],4.63,2019-05-01,5,2019,22764.0,Petrol,16.2,Manual,Grey,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
5062,Honda,City,Honda City,1.5 S MT,6.9,2015-06-01,6,2015,75000.0,Petrol,16.8,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
899,MarutiSuzuki,Wagon R,MarutiSuzuki Wagon R,VXi,3.6,2013-06-01,6,2013,70000.0,Petrol,15.0,Manual,Silver,Second,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
2186,Honda,Jazz,Honda Jazz,V Petrol,5.25,2015-05-01,5,2015,42671.0,Petrol,18.7,Manual,Brown,First,4.4,4.5,5.0,5.0,3.6,4.3,5.0,4.7,1.8
507,Hyundai,Venue,Hyundai Venue,SX 1.0 Turbo iMT,10.51,2021-05-01,5,2021,3126.0,Petrol,17.8,Manual,Silver,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
2058,Mahindra,XUV500,Mahindra XUV500,W8,7.35,2012-06-01,6,2012,115701.0,Diesel,15.1,Manual,Purple,Third,4.4,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.0
1438,Hyundai,Creta,Hyundai Creta,SX 1.6 AT Petrol,13.95,2018-10-01,10,2018,46500.0,Petrol,15.29,Automatic,Blue,First,3.9,4.5,5.0,5.0,3.6,4.5,2.3,4.7,2.0
2606,Hyundai,Tucson,Hyundai Tucson,GL 2WD AT Petrol,24.25,2020-10-01,10,2020,24411.0,Petrol,12.95,Automatic,Black,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
3352,MarutiSuzuki,Alto 800,MarutiSuzuki Alto 800,Lxi,3.3,2017-06-01,6,2017,58000.0,Petrol,22.74,Manual,Silver,First,4.6,4.2,5.0,5.0,3.6,4.3,5.0,4.7,3.9
161,Mercedes-Benz,E-Class,Mercedes-Benz E-Class,E 220 d Avantgarde,38.99,2018-06-01,6,2018,29847.0,Diesel,12.06,Automatic,White,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
1749,Mercedes-Benz,C-Class,Mercedes-Benz C-Class,C 200 Progressive [2018-2020],49.0,2020-06-01,6,2020,19000.0,Petrol,15.85,Automatic,White,First,4.9,4.7,5.0,5.0,5.0,5.0,5.0,4.8,4.5
1661,Mercedes-Benz,G-Class,Mercedes-Benz G-Class,G 63 AMG,138.0,2015-06-01,6,2015,18500.0,Petrol,17.76,Automatic,White,First,4.9,4.7,5.0,5.0,5.0,5.0,5.0,4.8,4.5
4591,BMW,X1,BMW X1,sDrive20i xLine,45.0,2021-06-01,6,2021,8500.0,Petrol,15.06,Automatic,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
4161,Mercedes-Benz,G-Class,Mercedes-Benz G-Class,G 63 AMG,95.0,2013-06-01,6,2013,47500.0,Petrol,17.76,Automatic,White,Second,4.5,4.5,3.2,5.0,3.6,4.3,5.0,4.7,3.0
1123,Hyundai,Elantra,Hyundai Elantra,CRDi Leather,6.95,2014-06-01,6,2014,44200.0,Diesel,18.84,Manual,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
4820,Mahindra,Scorpio,Mahindra Scorpio,S9 2WD 7 STR,14.9,2019-06-01,6,2019,80000.0,Diesel,15.0,Manual,Black,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
3479,Hyundai,Santro,Hyundai Santro,Sportz AMT,6.19,2020-05-01,5,2020,39703.0,Petrol,20.0,Automatic,Black,First,4.6,4.2,5.0,5.0,3.6,4.3,5.0,4.7,3.9
3688,MarutiSuzuki,Ertiga,MarutiSuzuki Ertiga,VDi,4.75,2013-06-01,6,2013,85000.0,Diesel,20.77,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
4067,Volkswagen,Vento,Volkswagen Vento,Highline Diesel,3.3,2012-06-01,6,2012,89000.0,Diesel,15.6,Manual,White,Second,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
5031,LandRover,Range Rover Velar,LandRover Range Rover Velar,2.0 R-Dynamic HSE Diesel 180,75.0,2018-06-01,6,2018,33500.0,Diesel,15.2,Automatic,Brown,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
1470,Tata,Punch,Tata Punch,Adventure Rhythm Pack AMT,9.51,2021-12-01,12,2021,1100.0,Petrol,18.8,Automatic,Red,First,3.9,4.5,5.0,5.0,3.6,4.5,2.3,4.7,2.0
2309,BMW,X3,BMW X3,xDrive-20d xLine,28.9,2017-06-01,6,2017,90000.0,Diesel,18.56,Automatic,White,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.2,3.6
2285,MarutiSuzuki,Ertiga,MarutiSuzuki Ertiga,ZXI,9.45,2020-05-01,5,2020,13791.0,Petrol,17.5,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
3955,Mercedes-Benz,S-Class,Mercedes-Benz S-Class,S 350 CDI,61.0,2016-06-01,6,2016,69500.0,Diesel,11.52,Automatic,Black,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
2344,Audi,Q3,Audi Q3,2.0 TDI Base Grade,13.9,2012-06-01,6,2012,69500.0,Diesel,15.77,Automatic,Blue,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
802,BMW,7-Series,BMW 7-Series,730Ld,76.0,2016-08-01,8,2016,22000.0,Diesel,11.1,Automatic,Grey,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
5298,Mercedes-Benz,C-Class,Mercedes-Benz C-Class,200 K AT,4.25,2006-03-01,3,2006,76000.0,Petrol,15.85,Automatic,Silver,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
819,MarutiSuzuki,Swift DZire,MarutiSuzuki Swift DZire,VXI,4.98,2014-06-01,6,2014,52000.0,Petrol,19.1,Manual,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
4175,Toyota,Fortuner,Toyota Fortuner,2.8 4x2 AT [2016-2020],31.5,2017-06-01,6,2017,70000.0,Diesel,12.9,Automatic,White,First,4.5,4.5,3.2,5.0,3.6,4.3,5.0,4.7,3.0
3077,MarutiSuzuki,Baleno,MarutiSuzuki Baleno,Sigma,5.52,2018-05-01,5,2018,73471.0,Petrol,21.01,Manual,Black,First,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
2912,Nissan,Micra,Nissan Micra,XL CVT [2015-2017],3.75,2019-05-01,5,2019,35000.0,Petrol,19.34,Automatic,Maroon,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
1397,Jeep,Compass,Jeep Compass,Longitude (O) 2.0 Diesel [2017-2020],15.5,2018-06-01,6,2018,80000.0,Diesel,16.9,Manual,Black,First,3.9,4.5,5.0,5.0,3.6,4.5,2.3,4.7,2.0
2660,Hyundai,i20,Hyundai i20,Asta 1.4 AT with AVN,3.25,2011-11-01,11,2011,69000.0,Petrol,18.86,Automatic,White,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
2104,BMW,5-Series,BMW 5-Series,520d Luxury Line [2017-2019],59.0,2021-04-01,4,2021,3000.0,Diesel,22.48,Automatic,White,Second,4.3,4.5,5.0,5.0,3.6,2.5,4.6,4.7,2.2
2617,Tata,Nexon,Tata Nexon,XZA Plus Petrol,9.15,2019-06-01,6,2019,9000.0,Petrol,17.88,Automatic,Red,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
3185,Honda,City,Honda City,1.5 S MT,4.6,2010-05-01,5,2010,70658.0,Petrol,11.6,Manual,Black,Second,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
4214,Volkswagen,Polo,Volkswagen Polo,Highline1.2L (P),7.25,2017-06-01,6,2017,37487.0,Petrol,16.47,Manual,Blue,First,4.5,4.5,3.2,5.0,3.6,4.3,5.0,4.7,3.0
